EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,TotalWorkingYears,NumCompaniesWorked,DistanceFromHome,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,TrainingTimesLastYear,StockOptionLevel,Attrition
EMP0825,22,Female,Married,Human Resources,Human Resources,Human Resources,5,17146,20,24,17,4,5,5,Yes,4,4,2,3,4,1,No
EMP0826,20,Male,Married,Research & Development,Manufacturing Director,Other,2,8790,18,23,1,1,5,20,No,1,3,4,3,5,0,No
EMP0827,28,Male,Divorced,Sales,Manager,Marketing,3,9801,13,16,5,10,9,12,No,4,4,4,3,2,1,No
EMP0828,52,Female,Single,Research & Development,Manufacturing Director,Medical,5,19771,25,6,6,11,5,25,No,3,1,3,3,5,3,No
EMP0829,39,Female,Divorced,Research & Development,Laboratory Technician,Medical,2,12259,15,33,11,21,7,21,Yes,1,4,3,3,4,3,Yes
EMP0830,57,Female,Married,Research & Development,Research Director,Medical,1,7371,19,19,3,37,0,6,No,1,1,4,3,1,2,Yes
EMP0831,20,Male,Married,Sales,Sales Representative,Marketing,1,11666,25,18,14,2,5,6,Yes,3,2,1,3,4,1,Yes
EMP0832,51,Female,Married,Sales,Sales Representative,Life Sciences,1,9717,12,9,3,33,9,13,No,1,1,3,3,4,3,Yes
EMP0833,26,Female,Married,Research & Development,Research Scientist,Medical,2,17860,25,33,17,8,8,11,No,3,4,2,4,6,3,Yes
EMP0834,38,Female,Divorced,Research & Development,Research Director,Technical Degree,3,10795,16,10,4,20,9,11,No,3,3,3,3,3,2,No
EMP0835,50,Male,Single,Sales,Manager,Other,4,11897,14,1,1,4,5,10,No,1,1,1,3,5,1,No
EMP0836,26,Female,Married,Research & Development,Research Scientist,Life Sciences,2,1191,24,20,10,8,4,10,No,2,4,2,3,2,3,No
EMP0837,49,Male,Married,Sales,Manager,Technical Degree,4,10599,19,26,4,11,3,10,No,2,3,2,4,0,1,No
EMP0838,24,Male,Single,Research & Development,Laboratory Technician,Medical,5,5701,15,0,0,6,3,17,No,1,4,1,4,3,3,Yes
EMP0839,53,Male,Married,Research & Development,Research Scientist,Technical Degree,5,3862,21,29,5,30,5,24,No,3,4,4,3,4,2,No
EMP0840,27,Female,Single,Research & Development,Research Scientist,Human Resources,1,17751,18,29,12,9,2,28,No,2,1,4,3,5,0,Yes
EMP0841,47,Female,Divorced,Research & Development,Laboratory Technician,Other,2,19506,14,37,5,10,9,19,No,1,3,2,3,4,3,No
EMP0842,45,Female,Single,Research & Development,Research Scientist,Human Resources,5,5723,12,15,5,27,4,10,No,3,2,2,3,3,3,No
EMP0843,49,Female,Single,Sales,Sales Representative,Life Sciences,5,11908,11,16,8,31,9,20,No,4,1,2,4,3,1,Yes
EMP0844,22,Male,Divorced,Sales,Sales Representative,Human Resources,4,18277,23,31,3,4,1,1,Yes,3,2,2,3,1,2,No
EMP0845,21,Male,Single,Research & Development,Laboratory Technician,Marketing,5,17030,19,38,14,3,5,24,No,4,3,2,3,5,2,Yes
EMP0846,52,Male,Single,Research & Development,Research Scientist,Life Sciences,3,10908,24,15,12,1,2,27,No,3,1,4,3,1,0,No
EMP0847,59,Male,Single,Research & Development,Manufacturing Director,Marketing,2,16671,20,17,16,5,3,3,Yes,2,1,4,4,5,3,Yes
EMP0848,25,Male,Divorced,Sales,Sales Executive,Medical,1,7800,20,10,3,7,0,5,No,4,4,4,3,0,0,No
EMP0849,43,Male,Single,Sales,Sales Executive,Human Resources,1,15639,15,8,8,25,3,24,No,4,2,2,4,0,1,Yes
EMP0850,31,Female,Divorced,Research & Development,Laboratory Technician,Other,3,18080,17,6,4,13,8,1,No,3,2,1,3,5,1,No
EMP0851,54,Male,Divorced,Research & Development,Laboratory Technician,Marketing,4,5229,25,1,1,36,0,3,Yes,3,3,4,3,6,1,No
EMP0852,26,Male,Single,Research & Development,Research Director,Medical,4,4896,24,9,8,8,2,25,Yes,3,3,3,3,1,0,No
EMP0853,27,Male,Married,Sales,Sales Representative,Life Sciences,3,6315,22,30,7,9,7,2,No,3,1,2,3,5,0,No
EMP0854,55,Male,Single,Sales,Sales Executive,Marketing,5,4516,14,21,10,7,4,28,Yes,2,1,2,3,0,0,Yes
EMP0855,41,Female,Divorced,Research & Development,Research Director,Other,4,13086,15,27,9,6,2,14,No,3,4,3,3,1,3,No
EMP0856,34,Male,Single,Research & Development,Research Scientist,Human Resources,1,4892,12,32,3,10,4,13,Yes,1,4,2,3,6,3,Yes
EMP0857,20,Female,Married,Research & Development,Research Scientist,Life Sciences,2,2007,14,6,6,2,7,14,No,4,1,2,3,0,0,No
EMP0858,39,Female,Married,Sales,Sales Executive,Human Resources,3,17131,16,19,6,21,6,19,No,2,1,2,3,1,2,Yes
EMP0859,45,Male,Single,Research & Development,Research Director,Life Sciences,5,1188,17,21,6,27,4,15,No,2,4,2,3,6,3,No
EMP0860,23,Male,Single,Research & Development,Research Scientist,Other,4,1630,23,2,1,5,9,11,No,4,4,4,3,0,0,Yes
EMP0861,55,Male,Married,Research & Development,Research Director,Life Sciences,1,9616,23,37,7,2,1,22,No,1,3,1,3,2,1,Yes
EMP0862,56,Female,Married,Research & Development,Manufacturing Director,Human Resources,5,17157,20,40,7,6,6,27,No,2,4,4,3,3,2,No
EMP0863,42,Male,Married,Research & Development,Laboratory Technician,Marketing,1,16902,20,30,18,24,8,7,Yes,2,2,3,3,5,2,No
EMP0864,25,Male,Single,Human Resources,HR Manager,Other,3,6420,12,27,4,3,2,18,Yes,4,1,4,3,0,3,No
EMP0865,60,Female,Single,Research & Development,Research Scientist,Human Resources,1,8716,24,23,18,32,0,15,No,4,2,1,3,5,2,Yes
EMP0866,22,Female,Married,Human Resources,HR Manager,Human Resources,2,6275,19,7,7,3,7,12,No,3,2,4,4,0,1,No
EMP0867,34,Female,Married,Research & Development,Research Director,Technical Degree,1,6901,19,12,12,16,1,22,No,3,4,1,3,1,3,No
EMP0868,28,Male,Married,Research & Development,Research Director,Other,4,19968,20,30,1,7,1,26,Yes,3,2,1,3,6,3,Yes
EMP0869,20,Male,Married,Research & Development,Laboratory Technician,Marketing,5,19299,15,14,10,2,6,28,No,3,1,4,3,1,0,No
EMP0870,58,Female,Married,Sales,Manager,Human Resources,2,9686,16,39,13,24,2,1,Yes,4,3,2,3,4,0,Yes
EMP0871,40,Female,Married,Research & Development,Laboratory Technician,Human Resources,5,5106,11,0,0,8,3,17,No,2,3,4,3,4,3,No
EMP0872,43,Male,Married,Research & Development,Research Director,Life Sciences,5,3086,24,5,5,25,2,20,Yes,1,2,3,3,6,1,Yes
EMP0873,31,Male,Married,Research & Development,Research Director,Medical,2,2443,16,16,10,13,0,23,No,1,4,3,3,1,2,No
EMP0874,34,Female,Married,Sales,Sales Executive,Other,1,7341,12,18,8,16,7,24,Yes,4,4,1,3,5,1,No
EMP0875,54,Male,Married,Research & Development,Research Scientist,Technical Degree,5,5775,13,6,6,36,5,27,Yes,3,4,1,3,4,3,Yes
EMP0876,34,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,5,15438,21,19,16,7,5,9,No,3,1,3,3,6,0,Yes
EMP0877,26,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,3,9082,24,24,1,8,0,24,No,1,4,1,3,1,3,No
EMP0878,33,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,3,11745,23,23,1,15,9,21,No,1,1,1,3,2,1,No
EMP0879,55,Female,Married,Sales,Sales Executive,Technical Degree,3,19252,24,39,13,20,2,9,No,4,1,3,3,0,2,No
EMP0880,41,Female,Divorced,Research & Development,Research Director,Life Sciences,5,15774,23,19,10,23,5,28,No,2,1,4,3,2,3,No
EMP0881,58,Female,Divorced,Sales,Sales Representative,Marketing,1,4561,24,25,10,7,6,22,No,3,2,1,3,1,1,Yes
EMP0882,36,Female,Married,Sales,Sales Representative,Other,4,11187,12,25,4,18,4,6,No,1,4,1,3,5,0,No
EMP0883,50,Female,Single,Research & Development,Manufacturing Director,Life Sciences,5,1500,12,6,6,32,3,5,No,4,4,4,4,6,1,No
EMP0884,40,Female,Married,Research & Development,Research Scientist,Medical,4,9630,23,10,10,21,3,9,Yes,1,2,1,3,5,3,Yes
EMP0885,40,Male,Married,Research & Development,Research Director,Human Resources,3,6540,16,23,8,22,3,18,No,2,3,2,3,4,2,No
EMP0886,35,Female,Married,Sales,Manager,Marketing,3,10354,18,29,10,17,2,7,No,2,1,1,3,5,2,No
EMP0887,49,Female,Married,Research & Development,Research Scientist,Technical Degree,2,8968,16,18,5,31,1,27,No,1,2,4,3,3,0,Yes
EMP0888,22,Male,Single,Research & Development,Research Director,Marketing,3,7377,24,2,2,4,3,29,No,2,3,2,3,2,1,Yes
EMP0889,58,Female,Married,Research & Development,Research Scientist,Technical Degree,5,10400,15,32,2,3,5,22,No,3,2,3,3,2,3,No
EMP0890,31,Male,Married,Research & Development,Manufacturing Director,Human Resources,5,8134,21,28,17,13,8,15,Yes,3,2,1,3,4,2,No
EMP0891,57,Male,Divorced,Research & Development,Research Director,Human Resources,1,11038,17,20,15,2,2,15,No,2,4,1,3,2,1,No
EMP0892,56,Female,Single,Research & Development,Research Director,Marketing,2,7684,21,35,7,1,2,4,No,2,2,2,3,0,3,Yes
EMP0893,28,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,1,19951,11,35,6,10,2,8,Yes,1,1,1,3,0,0,Yes
EMP0894,45,Male,Divorced,Research & Development,Research Scientist,Other,5,19297,11,30,12,27,1,26,Yes,1,3,2,3,2,1,Yes
EMP0895,38,Male,Married,Research & Development,Research Scientist,Marketing,4,19042,24,8,6,11,0,7,No,4,3,1,3,3,3,Yes
EMP0896,35,Female,Single,Research & Development,Research Director,Marketing,1,2518,15,27,13,5,6,1,No,4,4,3,3,2,0,No
EMP0897,32,Female,Divorced,Human Resources,Human Resources,Marketing,1,14077,17,39,18,14,3,18,Yes,4,1,1,3,3,1,Yes
EMP0898,42,Male,Married,Research & Development,Research Director,Human Resources,4,1514,16,33,7,11,5,3,No,1,4,4,3,0,3,No
EMP0899,22,Male,Divorced,Research & Development,Research Director,Human Resources,2,5154,24,1,1,4,1,10,Yes,3,4,2,3,4,0,Yes
EMP0900,26,Female,Married,Research & Development,Research Director,Human Resources,3,4868,12,29,15,8,2,20,No,1,2,4,3,6,0,No
EMP0901,59,Male,Divorced,Research & Development,Manufacturing Director,Other,5,14208,11,8,8,23,1,19,Yes,2,2,4,3,3,2,Yes
EMP0902,26,Female,Divorced,Sales,Manager,Marketing,3,16937,24,2,2,8,5,28,No,2,1,2,3,3,0,Yes
EMP0903,21,Male,Divorced,Sales,Sales Representative,Marketing,4,10023,20,3,3,3,2,17,Yes,2,3,4,4,4,2,Yes
EMP0904,23,Male,Divorced,Research & Development,Laboratory Technician,Marketing,4,8885,16,5,4,5,0,3,No,1,4,3,3,6,0,Yes
EMP0905,41,Female,Single,Human Resources,Human Resources,Other,1,11330,24,11,11,12,7,28,Yes,1,3,2,4,0,1,Yes
EMP0906,47,Female,Divorced,Sales,Sales Representative,Life Sciences,1,16864,20,16,2,26,2,21,No,3,3,3,3,6,3,No
EMP0907,54,Female,Single,Sales,Sales Representative,Human Resources,3,10152,14,30,3,2,8,10,No,1,2,4,3,0,0,Yes
EMP0908,20,Female,Single,Sales,Manager,Other,2,3260,24,29,9,2,3,29,Yes,3,4,3,3,2,1,Yes
EMP0909,43,Male,Divorced,Research & Development,Research Director,Technical Degree,4,7358,14,37,17,25,5,6,Yes,3,3,2,3,6,3,No
EMP0910,37,Male,Married,Research & Development,Laboratory Technician,Marketing,1,15607,17,28,8,13,1,12,No,4,3,4,3,2,1,No
EMP0911,18,Female,Single,Research & Development,Manufacturing Director,Life Sciences,4,11149,20,1,1,0,6,17,No,1,1,1,3,0,0,Yes
EMP0912,36,Female,Single,Research & Development,Research Director,Other,2,6520,13,40,0,5,1,9,No,3,2,3,3,5,0,No
EMP0913,29,Female,Single,Research & Development,Manufacturing Director,Life Sciences,2,14695,18,3,2,2,9,12,No,3,2,2,4,2,2,No
EMP0914,20,Male,Married,Research & Development,Research Director,Other,2,5240,11,29,17,2,1,22,Yes,3,3,1,4,0,3,No
EMP0915,57,Male,Single,Sales,Sales Representative,Other,5,4892,12,0,0,39,4,20,No,1,2,4,3,0,2,No
EMP0916,24,Male,Divorced,Research & Development,Manufacturing Director,Marketing,3,8992,20,23,18,1,6,2,No,1,3,4,3,3,0,No
EMP0917,45,Male,Divorced,Research & Development,Research Scientist,Technical Degree,4,16655,14,16,1,19,3,5,No,2,4,3,3,5,2,No
EMP0918,41,Male,Married,Research & Development,Research Scientist,Technical Degree,4,13361,17,10,10,16,7,3,No,2,2,3,3,1,2,Yes
EMP0919,43,Female,Divorced,Sales,Sales Executive,Marketing,2,3012,11,40,5,25,1,28,No,2,2,2,3,0,0,Yes
EMP0920,44,Female,Single,Research & Development,Research Scientist,Life Sciences,5,19220,23,26,16,26,7,13,Yes,1,2,1,3,1,1,No
EMP0921,36,Female,Married,Research & Development,Manufacturing Director,Human Resources,5,18803,13,28,10,2,6,19,No,2,1,2,3,2,3,Yes
EMP0922,33,Male,Divorced,Research & Development,Laboratory Technician,Medical,4,13134,11,22,16,7,9,23,Yes,3,4,4,4,1,3,Yes
EMP0923,40,Male,Single,Research & Development,Laboratory Technician,Medical,4,6522,12,6,5,22,1,19,Yes,1,4,1,3,3,0,Yes
EMP0924,52,Female,Divorced,Research & Development,Research Scientist,Other,4,16424,23,10,3,4,8,16,No,1,1,3,4,6,1,No
EMP0925,42,Female,Single,Research & Development,Laboratory Technician,Human Resources,3,11878,14,19,1,24,2,2,No,2,2,4,3,4,2,Yes
EMP0926,32,Male,Married,Sales,Sales Executive,Life Sciences,3,10142,22,31,8,0,9,12,No,2,1,1,3,4,1,No
EMP0927,58,Male,Divorced,Research & Development,Laboratory Technician,Medical,1,10085,16,9,7,2,1,5,No,2,4,4,3,1,1,No
EMP0928,26,Female,Single,Research & Development,Research Director,Technical Degree,3,13980,16,12,0,8,7,15,No,1,3,2,4,3,3,Yes
EMP0929,52,Male,Divorced,Sales,Sales Executive,Medical,5,3946,23,26,2,16,3,17,No,4,1,2,3,0,0,Yes
EMP0930,52,Female,Married,Research & Development,Research Scientist,Medical,2,19604,25,5,5,26,6,12,No,4,4,1,3,4,2,No
EMP0931,43,Female,Single,Research & Development,Research Scientist,Other,4,6021,23,5,5,19,4,19,No,4,3,3,3,6,2,No
EMP0932,46,Male,Divorced,Human Resources,HR Manager,Marketing,5,7187,13,14,14,8,2,7,No,1,3,4,3,6,3,No
EMP0933,25,Female,Single,Sales,Sales Executive,Technical Degree,2,12265,20,35,10,7,9,16,Yes,2,1,1,3,5,0,No
EMP0934,27,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,5,13469,25,16,7,3,7,10,Yes,3,2,2,3,1,2,Yes
EMP0935,33,Male,Single,Sales,Sales Representative,Other,2,3550,24,5,5,15,4,24,No,4,4,1,3,2,3,No
EMP0936,54,Female,Married,Research & Development,Research Director,Technical Degree,5,9799,17,40,10,4,4,16,No,3,2,4,3,3,3,No
EMP0937,35,Female,Married,Sales,Sales Executive,Marketing,1,18555,16,0,0,17,9,13,No,3,1,3,3,1,2,No
EMP0938,37,Male,Single,Research & Development,Laboratory Technician,Life Sciences,4,10058,21,8,7,19,4,27,No,1,3,2,3,0,2,No
EMP0939,33,Female,Single,Research & Development,Laboratory Technician,Marketing,3,11132,19,13,1,15,0,22,No,4,2,4,3,0,0,No
EMP0940,40,Male,Single,Research & Development,Laboratory Technician,Marketing,5,15644,25,5,5,22,4,22,No,2,2,3,3,5,1,No
EMP0941,50,Female,Divorced,Research & Development,Manufacturing Director,Other,4,2601,25,7,7,29,2,29,Yes,2,1,4,3,1,3,Yes
EMP0942,54,Female,Single,Research & Development,Manufacturing Director,Medical,4,1120,25,7,7,20,1,18,No,1,3,2,3,0,2,No
EMP0943,60,Male,Single,Human Resources,Human Resources,Technical Degree,2,5204,20,4,4,13,4,20,Yes,4,2,1,3,1,0,No
EMP0944,51,Female,Single,Research & Development,Research Scientist,Life Sciences,2,4994,21,12,12,33,0,24,No,3,2,4,3,4,1,No
EMP0945,49,Male,Divorced,Research & Development,Manufacturing Director,Marketing,5,12551,20,13,7,0,8,7,Yes,2,4,2,3,4,1,Yes
EMP0946,48,Female,Single,Research & Development,Laboratory Technician,Medical,2,14877,11,27,2,24,8,2,No,1,4,4,3,3,1,No
EMP0947,25,Male,Married,Research & Development,Laboratory Technician,Life Sciences,1,1472,13,31,3,7,8,18,Yes,1,3,2,4,5,0,Yes
EMP0948,58,Female,Married,Research & Development,Manufacturing Director,Technical Degree,2,11636,21,28,8,38,8,6,Yes,2,2,2,3,0,0,Yes
EMP0949,27,Male,Single,Research & Development,Laboratory Technician,Other,3,14280,24,3,3,9,6,29,Yes,3,2,3,3,1,3,Yes
EMP0950,59,Female,Married,Sales,Sales Executive,Other,4,10045,13,6,6,4,8,21,Yes,3,2,3,3,2,0,Yes
EMP0951,42,Male,Divorced,Sales,Manager,Marketing,4,8520,16,36,15,16,7,26,No,4,1,3,3,0,2,No
EMP0952,29,Female,Single,Research & Development,Research Scientist,Technical Degree,3,3368,22,4,4,11,1,19,No,3,3,4,3,4,3,No
EMP0953,55,Female,Single,Research & Development,Research Director,Life Sciences,4,1026,13,8,0,9,7,28,Yes,4,2,1,3,0,0,Yes
EMP0954,30,Female,Married,Research & Development,Research Director,Human Resources,5,15882,12,25,1,8,7,16,No,4,2,1,3,1,1,No
EMP0955,42,Female,Married,Research & Development,Research Scientist,Other,5,18389,22,34,15,12,9,7,No,4,3,2,3,5,2,Yes
EMP0956,23,Female,Married,Research & Development,Research Director,Medical,1,17802,24,37,10,5,1,19,Yes,1,2,1,3,2,0,Yes
EMP0957,42,Female,Married,Sales,Sales Representative,Technical Degree,1,2645,17,0,0,24,6,22,No,4,4,3,3,3,2,No
EMP0958,46,Female,Single,Research & Development,Research Scientist,Technical Degree,3,14988,14,2,2,28,3,11,No,1,1,4,3,3,0,No
EMP0959,35,Female,Married,Research & Development,Laboratory Technician,Life Sciences,1,19537,18,22,4,11,5,23,No,4,2,3,3,4,0,No
EMP0960,25,Female,Married,Sales,Sales Executive,Other,2,14986,21,19,7,7,4,12,No,3,3,3,3,3,3,No
EMP0961,39,Male,Married,Research & Development,Manufacturing Director,Other,3,3400,20,19,3,21,4,15,No,2,2,3,3,1,2,Yes
EMP0962,51,Male,Single,Research & Development,Laboratory Technician,Life Sciences,5,11763,25,32,13,8,1,6,Yes,4,2,3,3,0,3,Yes
EMP0963,29,Male,Married,Sales,Sales Representative,Marketing,3,18001,23,22,6,2,2,19,No,4,3,3,3,6,1,No
EMP0964,20,Female,Married,Sales,Manager,Technical Degree,1,5871,22,39,7,2,1,25,No,1,2,3,3,1,3,No
EMP0965,40,Male,Married,Research & Development,Research Director,Human Resources,3,16454,14,0,0,20,8,12,No,1,2,1,3,2,2,Yes
EMP0966,32,Female,Single,Sales,Sales Executive,Medical,3,7024,15,12,12,13,4,15,Yes,2,1,2,3,1,3,Yes
EMP0967,19,Female,Divorced,Sales,Manager,Human Resources,4,17538,20,25,17,1,6,9,No,1,3,2,3,6,0,No
EMP0968,59,Female,Married,Sales,Manager,Marketing,1,16272,23,16,6,3,8,8,No,3,2,3,3,6,2,No
EMP0969,53,Female,Married,Research & Development,Manufacturing Director,Marketing,2,15703,17,21,5,13,2,1,Yes,2,2,2,3,2,0,Yes
EMP0970,18,Male,Married,Sales,Sales Executive,Technical Degree,4,15458,17,4,3,0,7,1,No,4,4,3,4,6,1,No
EMP0971,40,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,2,10118,14,23,6,8,3,6,Yes,2,2,3,3,0,2,Yes
EMP0972,52,Male,Single,Sales,Sales Executive,Technical Degree,2,6363,15,8,8,6,6,24,Yes,3,1,4,3,6,3,No
EMP0973,48,Female,Married,Research & Development,Research Director,Technical Degree,1,7001,19,16,1,11,2,16,No,2,4,2,3,2,0,Yes
EMP0974,56,Female,Married,Sales,Manager,Technical Degree,5,10241,23,16,16,11,7,7,No,2,2,4,3,4,0,Yes
EMP0975,23,Male,Divorced,Sales,Sales Executive,Technical Degree,5,2384,22,15,11,5,7,2,No,4,1,1,3,2,0,No
EMP0976,56,Female,Divorced,Sales,Sales Executive,Marketing,2,11440,14,7,7,11,4,24,Yes,2,2,4,4,1,3,Yes
EMP0977,41,Male,Single,Research & Development,Laboratory Technician,Technical Degree,2,13358,14,20,8,18,8,1,No,4,2,2,3,6,1,Yes
EMP0978,46,Female,Divorced,Research & Development,Research Scientist,Human Resources,4,17673,16,38,18,28,0,6,No,1,3,4,3,6,3,No
EMP0979,22,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,4,9442,25,39,5,4,2,9,No,2,2,3,3,3,3,No
EMP0980,28,Male,Single,Sales,Sales Representative,Technical Degree,1,14095,15,22,17,4,2,6,Yes,2,1,3,3,4,0,Yes
EMP0981,44,Female,Married,Sales,Sales Executive,Other,5,14189,23,14,13,2,4,24,Yes,2,4,2,3,5,1,Yes
EMP0982,22,Male,Divorced,Research & Development,Manufacturing Director,Other,5,12138,24,6,6,4,8,19,Yes,1,2,1,3,6,1,Yes
EMP0983,59,Male,Single,Sales,Sales Executive,Life Sciences,3,10710,12,32,3,33,4,13,No,2,4,4,3,0,0,No
EMP0984,53,Female,Married,Research & Development,Research Director,Medical,1,2404,23,24,5,35,8,11,No,4,4,4,3,2,3,No
EMP0985,43,Female,Divorced,Research & Development,Research Scientist,Medical,2,10714,22,11,3,2,0,6,No,4,2,2,3,2,0,No
EMP0986,57,Male,Married,Sales,Sales Executive,Other,4,17756,20,36,3,10,9,20,Yes,4,2,4,3,2,0,No
EMP0987,30,Male,Single,Sales,Manager,Medical,4,14845,16,26,0,12,2,7,No,2,1,1,3,4,1,Yes
EMP0988,24,Male,Married,Sales,Manager,Medical,3,9013,21,33,7,3,9,27,No,1,3,2,4,1,0,No
EMP0989,52,Female,Married,Research & Development,Laboratory Technician,Medical,2,6819,16,35,6,34,1,14,No,4,2,2,3,4,0,No
EMP0990,43,Male,Single,Sales,Sales Representative,Technical Degree,5,10993,12,6,0,22,9,8,No,2,2,2,3,1,1,No
EMP0991,47,Female,Married,Research & Development,Research Scientist,Other,1,14314,25,30,15,17,0,6,No,1,4,3,3,5,0,No
EMP0992,22,Female,Married,Research & Development,Research Director,Life Sciences,4,17496,21,7,7,4,2,16,No,4,2,3,3,5,0,No
EMP0993,42,Female,Single,Research & Development,Research Director,Human Resources,3,19842,21,6,4,24,9,8,No,2,3,2,3,2,3,No
EMP0994,46,Male,Married,Research & Development,Laboratory Technician,Marketing,4,5685,19,39,13,28,7,13,No,3,1,4,3,0,0,No
EMP0995,47,Female,Married,Sales,Manager,Human Resources,3,19718,18,18,12,13,4,8,Yes,2,3,1,3,6,2,Yes
EMP0996,55,Female,Married,Research & Development,Research Scientist,Human Resources,5,1925,25,16,9,10,1,6,No,2,4,1,3,6,0,Yes
EMP0997,47,Female,Divorced,Sales,Sales Representative,Human Resources,1,1601,20,34,5,2,8,1,Yes,3,3,1,3,4,1,Yes
EMP0998,37,Female,Married,Research & Development,Laboratory Technician,Other,1,19140,11,22,13,13,5,15,No,2,1,2,4,0,0,Yes
EMP0999,40,Male,Divorced,Research & Development,Research Director,Human Resources,3,7670,18,1,1,22,4,18,No,1,3,2,3,3,0,No
EMP1000,19,Male,Married,Research & Development,Research Director,Other,1,2032,13,7,6,1,4,10,No,1,1,2,3,2,0,Yes
EMP1001,60,Female,Married,Research & Development,Research Director,Medical,3,2274,24,24,4,8,9,20,No,2,1,3,4,3,3,Yes
EMP1002,45,Male,Single,Research & Development,Laboratory Technician,Human Resources,1,11880,15,15,6,20,7,10,No,3,4,1,3,3,2,No
EMP1003,32,Male,Single,Research & Development,Manufacturing Director,Medical,5,8389,13,20,0,0,3,12,No,1,2,3,3,0,0,No
EMP1004,43,Male,Single,Sales,Sales Executive,Other,4,8769,19,40,4,25,8,9,No,4,4,2,3,5,1,No
EMP1005,38,Female,Single,Research & Development,Manufacturing Director,Medical,5,11012,16,10,10,20,5,17,Yes,3,1,4,3,3,0,Yes
EMP1006,39,Female,Married,Research & Development,Research Scientist,Human Resources,1,9473,18,28,14,7,2,12,No,4,2,3,3,2,2,No
EMP1007,47,Female,Divorced,Sales,Manager,Human Resources,4,7544,14,16,9,7,8,17,No,2,1,3,3,0,1,No
EMP1008,44,Male,Single,Sales,Sales Executive,Other,5,6979,14,27,1,18,8,16,No,2,1,3,3,3,0,No
EMP1009,45,Male,Married,Sales,Manager,Medical,1,15596,12,19,13,22,8,26,No,2,3,2,3,0,0,No
EMP1010,48,Female,Married,Sales,Sales Representative,Life Sciences,4,15515,20,24,5,24,6,27,No,4,1,3,3,1,2,No
EMP1011,45,Male,Divorced,Sales,Sales Representative,Human Resources,5,1959,25,2,2,10,3,18,Yes,3,4,2,3,6,2,Yes
EMP1012,23,Female,Married,Research & Development,Research Director,Medical,3,13784,23,17,16,5,5,18,No,3,4,3,3,6,3,No
EMP1013,54,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,2,5709,20,4,4,5,3,18,No,4,1,2,3,5,3,No
EMP1014,39,Female,Married,Research & Development,Manufacturing Director,Life Sciences,3,7762,11,27,15,21,3,24,No,2,4,1,3,5,1,No
EMP1015,45,Male,Divorced,Research & Development,Research Scientist,Medical,5,17120,24,34,2,6,9,20,Yes,3,1,1,3,5,1,Yes
EMP1016,54,Male,Divorced,Sales,Sales Representative,Technical Degree,4,7815,13,14,11,1,5,1,Yes,3,1,4,4,1,3,No
EMP1017,25,Male,Single,Sales,Sales Executive,Medical,5,5126,11,36,15,7,0,14,No,3,3,1,3,4,2,No
EMP1018,50,Female,Married,Research & Development,Research Scientist,Life Sciences,2,10817,25,13,13,5,6,25,Yes,1,3,4,3,1,3,Yes
EMP1019,40,Male,Single,Research & Development,Research Director,Marketing,2,2986,14,0,0,21,7,10,No,4,1,3,3,5,0,No
EMP1020,42,Male,Married,Sales,Sales Representative,Marketing,1,4327,24,24,9,24,7,6,Yes,1,2,2,3,0,1,Yes
EMP1021,59,Female,Single,Research & Development,Research Scientist,Marketing,2,18088,22,5,5,20,1,29,No,3,1,4,3,4,3,No
EMP1022,31,Female,Married,Research & Development,Manufacturing Director,Life Sciences,3,5086,18,2,2,13,4,1,No,1,2,4,4,1,3,No
EMP1023,50,Female,Divorced,Research & Development,Manufacturing Director,Marketing,4,4812,18,33,18,16,0,19,Yes,3,2,1,3,3,3,No
EMP1024,60,Male,Single,Research & Development,Research Scientist,Human Resources,5,10125,24,39,16,34,3,23,No,3,3,3,3,6,2,No
EMP1025,47,Male,Married,Sales,Sales Representative,Marketing,2,1706,22,27,17,12,4,27,No,1,1,4,3,6,0,Yes
EMP1026,31,Female,Single,Research & Development,Research Scientist,Human Resources,4,15531,24,22,16,6,7,16,Yes,2,2,4,3,0,2,Yes
EMP1027,18,Female,Single,Research & Development,Research Scientist,Human Resources,4,1768,21,11,11,0,4,2,Yes,2,3,3,3,0,1,No
EMP1028,57,Female,Married,Sales,Manager,Technical Degree,2,1248,16,17,8,35,2,7,Yes,1,4,3,3,2,1,No
EMP1029,21,Male,Divorced,Research & Development,Manufacturing Director,Medical,2,10087,14,34,14,3,9,28,Yes,4,2,4,4,3,1,Yes
EMP1030,49,Male,Married,Research & Development,Laboratory Technician,Life Sciences,3,8020,22,11,11,13,6,17,Yes,1,1,2,3,0,3,Yes
EMP1031,18,Female,Divorced,Sales,Sales Representative,Other,2,2846,20,9,1,0,2,14,Yes,3,2,4,4,0,2,Yes
